序号	汉字	级别	GB/T 13000	GB 18030
4256	俦	2	4FE6	D9B1
4257	俨	2	4FE8	D9B2
4258	俅	2	4FC5	D9B4
4259	俪	2	4FEA	D9B3
4260	叟	2	53DF	DBC5
4261	垡	2	57A1	DBD2
4262	牮	2	726E	EAF0
4263	俣	2	4FE3	D9B6
4264	俚	2	4FDA	D9B5
4265	皈	2	7688	F0A7
4266	俑	2	4FD1	D9B8
4267	俟	2	4FDF	D9B9
4268	逅	2	9005	E5CB
4269	徇	2	5F87	E1DF
4270	徉	2	5F89	E1E0
4271	舢	2	8222	F4AE
4272	俞	2	4FDE	D3E1
4273	郗	2	90D7	DBAD
4274	俎	2	4FCE	D9DE
4275	郤	2	90E4	E053
4276	爰	2	7230	EBBC
4277	郛	2	90DB	DBAE
4278	瓴	2	74F4	EAB2
4279	胨	2	80E8	EBCB
4280	胪	2	80EA	EBCD
4281	胛	2	80DB	EBCE
4282	胂	2	80C2	EBCF
4283	胙	2	80D9	EBD1
4284	胍	2	80CD	EBD2
4285	胗	2	80D7	EBD3
4286	胝	2	80DD	EBD5
4287	朐	2	6710	EBD4
4288	胫	2	80EB	EBD6
4289	鸨	2	9E28	F0B1
4290	匍	2	530D	D9E9
4291	狨	2	72E8	E1F5
4292	狯	2	72EF	E1F6
4293	飑	2	98D1	ECA9
4294	狩	2	72E9	E1F7
4295	狲	2	72F2	E1F8
4296	訇	2	8A07	D9EA
4297	逄	2	9004	E5CC
4298	昝	2	661D	EAC3
4299	饷	2	9977	E2C3
4300	饸	2	9978	F09A
4301	饹	2	9979	F09B
4302	胤	2	80E4	D8B7
4303	孪	2	5B6A	C2CF
4304	娈	2	5A08	E6AE
4305	弈	2	5F08	DEC4
4306	奕	2	5955	DEC8
4307	庥	2	5EA5	E2D3
4308	疬	2	75AC	F0DF
4309	疣	2	75A3	F0E0
4310	疥	2	75A5	BDEA
4311	疭	2	75AD	AF53
4312	庠	2	5EA0	E2D4
4313	竑	2	7AD1	B866
4314	彦	2	5F66	D1E5
4315	飒	2	98D2	ECAA
4316	闼	2	95FC	E3CB
4317	闾	2	95FE	E3CC
4318	闿	2	95FF	EA5D
4319	阂	2	9602	BAD2
4320	羑	2	7F91	C168
4321	迸	2	8FF8	B1C5
4322	籼	2	7C7C	F4CC
4323	酋	2	914B	C7F5
4324	炳	2	70B3	B1FE
4325	炻	2	70BB	ECC2
4326	炽	2	70BD	B3E3
4327	炯	2	70AF	BEBC
4328	烀	2	70C0	ECC3
4329	炷	2	70B7	ECC4
4330	烃	2	70C3	CCFE
4331	洱	2	6D31	B6FD
4332	洹	2	6D39	E4A1
4333	洧	2	6D27	E4A2
4334	洌	2	6D0C	E4A3
4335	浃	2	6D43	E4A4
4336	洇	2	6D07	E4A6
4337	洄	2	6D04	E4A7
4338	洙	2	6D19	E4A8
4339	涎	2	6D8E	CFD1
4340	洎	2	6D0E	E4A9
4341	洫	2	6D2B	E4AA
4342	浍	2	6D4D	E4AB
4343	洮	2	6D2E	E4AC
4344	洵	2	6D35	E4AD
4345	浒	2	6D52	E4B0
4346	浔	2	6D54	E4B1
4347	浕	2	6D55	9BBB
4348	洳	2	6D33	E4B2
4349	恸	2	6078	E2FA
4350	恓	2	6053	906A
4351	恹	2	6079	E2FB
4352	恫	2	606B	B6B2
4353	恺	2	607A	E2FD
4354	恻	2	607B	E2FC
4355	恂	2	6042	E2FE
4356	恪	2	606A	E3A1
4357	恽	2	607D	E3A2
4358	宥	2	5BA5	E5B6
4359	扃	2	6243	ECE7
4360	衲	2	8872	F1C4
4361	衽	2	887D	F1C5
4362	衿	2	887F	F1C6
4363	袂	2	8882	F1C7
4364	祛	2	795B	ECEE
4365	祜	2	795C	ECEF
4366	祓	2	7953	ECF0
4367	祚	2	795A	ECF1
4368	诮	2	8BEE	DABD
4369	祗	2	7957	ECF3
4370	祢	2	7962	ECF2
4371	诰	2	8BF0	DABE
4372	诳	2	8BF3	DABF
4373	鸩	2	9E29	F0B2
4374	昶	2	6636	EAC6
4375	郡	2	90E1	BFA4
4376	咫	2	54AB	E5EB
4377	弭	2	5F2D	E5F4
4378	牁	2	7241	A098
4379	胥	2	80E5	F1E3
4380	陛	2	965B	B1DD
4381	陟	2	965F	DAEC
4382	娅	2	5A05	E6AB
4383	姮	2	59EE	8AAC
4384	娆	2	5A06	E6AC
4385	姝	2	59DD	E6AD
4386	姣	2	59E3	E6AF
4387	姘	2	59D8	E6B0
4388	姹	2	59F9	E6B1
4389	怼	2	603C	EDA1
4390	羿	2	7FBF	F4E0
4391	炱	2	70B1	ECC6
4392	矜	2	77DC	F1E6
4393	绔	2	7ED4	E7AB
4394	骁	2	9A81	E6E7
4395	骅	2	9A85	E6E8
4396	绗	2	7ED7	E7AC
4397	绛	2	7EDB	E7AD
4398	骈	2	9A88	E6E9
4399	耖	2	8016	F1E9
4400	挈	2	6308	EAFC
4401	珥	2	73E5	E7ED
4402	珙	2	73D9	E7EE
4403	顼	2	987C	E7EF
4404	珰	2	73F0	AB9A
4405	珩	2	73E9	E7F1
4406	珧	2	73E7	E7F2
4407	珣	2	73E3	AB91
4408	珞	2	73DE	E7F3
4409	琤	2	7424	AC62
4410	珲	2	73F2	E7F5
4411	敖	2	6556	B0BD
4412	恚	2	605A	EDA3
4413	埔	2	57D4	C6D2
4414	埕	2	57D5	DBF4
4415	埘	2	57D8	DBF5
4416	埙	2	57D9	DBF7
4417	埚	2	57DA	DBF6
4418	挹	2	6339	DEDA
4419	耆	2	8006	EAC8
4420	耄	2	8004	EBA3
4421	埒	2	57D2	DBF8
4422	捋	2	634B	DEDB
4423	贽	2	8D3D	EADE
4424	垸	2	57B8	DBF9
4425	捃	2	6343	DEDC
4426	盍	2	76CD	EEC1
4427	荸	2	8378	DDA9
4428	莆	2	8386	C6CE
4429	莳	2	83B3	DDAA
4430	莴	2	83B4	DDAB
4431	莪	2	83AA	DDAD
4432	莠	2	83A0	DDAC
4433	莓	2	8393	DDAE
4434	莜	2	839C	DDAF
4435	莅	2	8385	DDB0
4436	荼	2	837C	DDB1
4437	莩	2	83A9	DDB3
4438	荽	2	837D	DDB4
4439	莸	2	83B8	DDB5
4440	荻	2	837B	DDB6
4441	莘	2	8398	DDB7
4442	莎	2	838E	C9AF
4443	莞	2	839E	DDB8
4444	莨	2	83A8	DDB9
4445	鸪	2	9E2A	F0B3
4446	莼	2	83BC	DDBB
4447	栲	2	6832	E8E0
4448	栳	2	6833	E8E1
4449	郴	2	90F4	B3BB
4450	桓	2	6853	BBB8
4451	桡	2	6861	E8E3
4452	桎	2	684E	E8E4
4453	桢	2	6862	E8E5
4454	桤	2	6864	E8E7
4455	梃	2	6883	E8E8
4456	栝	2	681D	E8E9
4457	桕	2	6855	E8EA
4458	桁	2	6841	E8EC
4459	桧	2	6867	E8ED
4460	桅	2	6845	CEA6
4461	栟	2	681F	96DE
4462	桉	2	6849	E8F1
4463	栩	2	6829	E8F2
4464	逑	2	9011	E5CF
4465	逋	2	900B	E5CD
4466	彧	2	5F67	8FAA
4467	鬲	2	9B32	D8AA
4468	豇	2	8C47	F4F8
4469	酐	2	9150	F4FB
4470	逦	2	9026	E5CE
4471	厝	2	539D	D8C8
4472	孬	2	5B6C	D8AB
4473	砝	2	781D	EDC0
4474	砹	2	7839	EDC1
4475	砺	2	783A	EDC2
4476	砧	2	7827	D5E8
4477	砷	2	7837	C9E9
4478	砟	2	781F	EDC4
4479	砼	2	783C	EDC5
4480	砥	2	7825	EDC6
4481	砣	2	7823	EDC8
4482	剞	2	525E	D8DE
4483	砻	2	783B	EDC3
4484	轼	2	8F7C	E9F8
4485	轾	2	8F7E	E9F9
4486	辂	2	8F82	E9FB
4487	鸫	2	9E2B	F0B4
4488	趸	2	8DB8	F5BB
4489	龀	2	9F80	F6B3
4490	鸬	2	9E2C	F0B5
4491	虔	2	8654	F2AF
4492	逍	2	900D	E5D0
4493	眬	2	772C	B180
4494	唛	2	551B	DFE9
4495	晟	2	665F	EAC9
4496	眩	2	7729	D1A3
4497	眙	2	7719	EDF4
4498	哧	2	54E7	DFEA
4499	哽	2	54FD	DFEC
4500	唔	2	5514	DFED
4501	晁	2	6641	EACB
4502	晏	2	664F	EACC
4503	鸮	2	9E2E	FB5E
4504	趵	2	8DB5	F5C0
4505	趿	2	8DBF	F5C1
4506	畛	2	755B	EEB3
4507	蚨	2	86A8	F2B6
4508	蚜	2	869C	D1C1
4509	蚍	2	868D	F2B7
4510	蚋	2	868B	F2B8
4511	蚬	2	86AC	F2B9
4512	蚝	2	869D	F2BA
4513	蚧	2	86A7	F2BB
4514	唢	2	5522	DFEF
4515	圄	2	5704	E0F4
4516	唣	2	5523	DFF0
4517	唏	2	550F	DFF1
4518	盎	2	76CE	B0BB
4519	唑	2	5511	DFF2
4520	崂	2	5D02	E1C0
4521	崃	2	5D03	E1C1
4522	罡	2	7F61	EEB8
4523	罟	2	7F5F	EEB9
4524	峪	2	5CEA	D3F8
4525	觊	2	89CA	EAE9
4526	赅	2	8D45	EAE0
4527	钰	2	94B0	EEDA
4528	钲	2	94B2	EEDB
4529	钴	2	94B4	EEDC
4530	钵	2	94B5	B2A7
4531	钹	2	94B9	EEE0
4532	钺	2	94BA	EEE1
4533	钽	2	94BD	EEE3
4534	钼	2	94BC	EEE2
4535	钿	2	94BF	EEE4
4536	铀	2	94C0	D3CB
4537	铂	2	94C2	B2AC
4538	铄	2	94C4	EEE5
4539	铆	2	94C6	C3AD
4540	铈	2	94C8	EEE6
4541	铉	2	94C9	EEE7
4542	铊	2	94CA	EEE8
4543	铋	2	94CB	EEE9
4544	铌	2	94CC	EEEA
4545	铍	2	94CD	EEEB
4546	䥽	2	497D	FE87
4547	铎	2	94CE	EEEC
4548	氩	2	6C29	EBB2
4549	氤	2	6C24	EBB3
4550	氦	2	6C26	BAA4
4551	毪	2	6BEA	EBA4
4552	舐	2	8210	F3C2
4553	秣	2	79E3	EFF7
4554	秫	2	79EB	EFF8
4555	盉	2	76C9	B142
4556	笄	2	7B04	F3C7
4557	笕	2	7B15	F3C8
4558	笊	2	7B0A	F3C9
4559	笏	2	7B0F	F3CB
4560	笆	2	7B06	B0CA
4561	俸	2	4FF8	D9BA
4562	倩	2	5029	D9BB
4563	俵	2	4FF5	826C
4564	偌	2	504C	D9BC
4565	俳	2	4FF3	D9BD
4566	俶	2	4FF6	826D
4567	倬	2	502C	D9BE
4568	倏	2	500F	D9BF
4569	恁	2	6041	EDA5
4570	倭	2	502D	D9C1
4571	倪	2	502A	C4DF
4572	俾	2	4FFE	D9C2
4573	倜	2	501C	D9C3
4574	隼	2	96BC	F6C0
4575	隽	2	96BD	F6C1
4576	倌	2	500C	D9C4
4577	倥	2	5025	D9C5
4578	臬	2	81EC	F4AB
4579	皋	2	768B	B8DE
4580	郫	2	90EB	DBAF
4581	倨	2	5028	D9C6
4582	衄	2	8844	F4AC
4583	颀	2	9880	F1FD
4584	徕	2	5F95	E1E2
4585	舫	2	822B	F4B3
4586	釜	2	91DC	B8AA
4587	奚	2	595A	DEC9
4588	衾	2	887E	F4C0
4589	胯	2	80EF	BFE8
4590	胱	2	80F1	EBD7
4591	胴	2	80F4	EBD8
4592	胭	2	80ED	EBD9
4593	脍	2	810D	EBDA
4594	胼	2	80FC	EBDD
4595	朕	2	6715	EBDE
4596	脒	2	8112	EBDF
4597	胺	2	80FA	B0B7
4598	鸱	2	9E31	F0B7
4599	玺	2	73BA	E7F4
4600	鸲	2	9E32	F0B6
4601	狷	2	72F7	E1FA
4602	猁	2	7301	E1FB
4603	狳	2	72F3	E1FC
4604	猃	2	7303	E1FD
4605	狺	2	72FA	E1FE
4606	逖	2	9016	E5D1
4607	桀	2	6840	E8EE
4608	袅	2	8885	F4C1
4609	饽	2	997D	E2C4
4610	凇	2	51C7	DAA1
4611	栾	2	683E	E8EF
4612	挛	2	631B	C2CE
4613	亳	2	4EB3	D9F1
4614	疳	2	75B3	F0E1
4615	疴	2	75B4	F0E2
4616	疸	2	75B8	F0E3
4617	疽	2	75BD	BED2
4618	痈	2	75C8	D3B8
4619	疱	2	75B1	F0E5
4620	痂	2	75C2	F0E8
4621	痉	2	75C9	BEB7
4622	衮	2	886E	D9F2
4623	凋	2	51CB	B5F2
4624	颃	2	9883	F1FE
4625	恣	2	6063	EDA7
4626	旆	2	65C6	ECB7
4627	旄	2	65C4	ECB8
4628	旃	2	65C3	ECB9
4629	阃	2	9603	E3CD
4630	阄	2	9604	E3CE
4631	訚	2	8A1A	D39D
4632	阆	2	9606	E3CF
4633	恙	2	6059	EDA6
4634	粑	2	7C91	F4CE
4635	朔	2	6714	CBB7
4636	郸	2	90F8	B5A6
4637	烜	2	70DC	9F40
4638	烨	2	70E8	ECC7
4639	烩	2	70E9	BBE2
4640	烊	2	70CA	ECC8
4641	剡	2	5261	D8DF
4642	郯	2	90EF	DBB0
4643	烬	2	70EC	BDFD
4644	涑	2	6D91	E4B3
4645	浯	2	6D6F	E4B4
4646	涞	2	6D9E	E4B5
4647	涟	2	6D9F	C1B0
4648	娑	2	5A11	E6B6
4649	涅	2	6D85	C4F9
4650	涠	2	6DA0	E4B6
4651	浞	2	6D5E	E4B7
4652	涓	2	6D93	E4B8
4653	浥	2	6D65	9BC5
4654	涔	2	6D94	E4B9
4655	浜	2	6D5C	E4BA
4656	浠	2	6D60	E4BB
4657	浣	2	6D63	E4BD
4658	浚	2	6D5A	BFA3
4659	悚	2	609A	E3A4
4660	悭	2	60AD	E3A5
4661	悝	2	609D	E3A6
4662	悒	2	6092	E3A8
4663	悌	2	608C	E3A9
4664	悛	2	609B	E3AA
4665	宸	2	5BB8	E5B7
4666	窈	2	7A88	F1BA
4667	剜	2	525C	D8E0
4668	诹	2	8BF9	DAC1
4669	冢	2	51A2	DAA3
4670	诼	2	8BFC	DAC2
4671	袒	2	8892	CCBB
4672	袢	2	88A2	F1C8
4673	祯	2	796F	ECF5
4674	诿	2	8BFF	DAC3
4675	谀	2	8C00	DAC4
4676	谂	2	8C02	DAC5
4677	谄	2	8C04	DAC6
4678	谇	2	8C07	DAC7
4679	屐	2	5C50	E5EC
4680	屙	2	5C59	E5ED
4681	陬	2	966C	DAEE
4682	勐	2	52D0	DBC2
4683	奘	2	5958	DECA
4684	牂	2	7242	A099
4685	蚩	2	86A9	F2BF
4686	陲	2	9672	DAEF
4687	姬	2	59EC	BCA7
4688	娠	2	5A20	C9EF
4689	娌	2	5A0C	E6B2
4690	娉	2	5A09	E6B3
4691	娲	2	5A32	E6B4
4692	娩	2	5A29	C3E4
4693	娴	2	5A34	E6B5
4694	娣	2	5A23	E6B7
4695	娓	2	5A13	E6B8
4696	婀	2	5A40	E6B9
4697	畚	2	755A	DBCE
4698	逡	2	9021	E5D2
4699	绠	2	7EE0	E7AE
4700	骊	2	9A8A	E6EA
4701	绡	2	7EE1	E7AF
4702	骋	2	9A8B	B3D2
4703	绥	2	7EE5	CBE7
4704	绦	2	7EE6	CCD0
4705	绨	2	7EE8	E7B0
4706	骎	2	9A8E	F356
4707	邕	2	9095	E7DF
4708	鸶	2	9E36	F0B8
4709	彗	2	5F57	E5E7
4710	耜	2	801C	F1EA
4711	焘	2	7118	ECE2
4712	舂	2	8202	F4A9
4713	琏	2	740F	E7F6
4714	琇	2	7407	AC4C
4715	麸	2	9EB8	F4EF
4716	揶	2	63F6	DEDE
4717	埴	2	57F4	DBFA
4718	埯	2	57EF	DBFB
4719	捯	2	636F	92D2
4720	掳	2	63B3	C2B0
4721	掴	2	63B4	DEE2
4722	埸	2	57F8	DBFC
4723	埵	2	57F5	88CA
4724	赧	2	8D67	F4F6
4725	埤	2	57E4	DBFD
4726	捭	2	636D	DEE3
4727	逵	2	9035	E5D3
4728	埝	2	57DD	DBFE
4729	堋	2	580B	DCA1
4730	堍	2	580D	DCA2
4731	掬	2	63AC	DEE4
4732	鸷	2	9E37	F0BA
4733	掖	2	6396	D2B4
4734	捽	2	637D	92DB
4735	掊	2	638A	DEE5
4736	堉	2	5809	88D6
4737	掸	2	63B8	B5A7
4738	捩	2	6369	DEE6
4739	掮	2	63AE	DEE7
4740	悫	2	60AB	EDA8
4741	埭	2	57ED	DCA4
4742	埽	2	57FD	DCA3
4743	掇	2	6387	B6DE
4744	掼	2	63BC	DEE8
4745	聃	2	8043	F1F5
4746	菁	2	83C1	DDBC
4747	萁	2	8401	DDBD
4748	菘	2	83D8	DDBF
4749	堇	2	5807	DDC0
4750	萘	2	8418	DDC1
4751	萋	2	840B	DDC2
4752	菽	2	83FD	DDC4
4753	菖	2	83D6	DDC5
4754	萜	2	841C	DDC6
4755	萸	2	8438	DDC7
4756	萑	2	8411	DDC8
4757	棻	2	68FB	97B1
4758	菔	2	83D4	DDCA
4759	菟	2	83DF	DDCB
4760	萏	2	840F	DDCC
4761	萃	2	8403	DDCD
4762	菏	2	83CF	BACA
4763	菹	2	83F9	DDCF
4764	菪	2	83EA	DDD0
4765	菅	2	83C5	DDD1
4766	菀	2	83C0	DDD2
4767	萦	2	8426	DDD3
4768	菰	2	83F0	DDD4
4769	菡	2	83E1	DDD5
4770	梵	2	68B5	E8F3
4771	梿	2	68BF	9786
4772	梏	2	688F	E8F4
4773	觋	2	89CB	EAEA
4774	桴	2	6874	E8F5
4775	桷	2	6877	E8F6
4776	梓	2	6893	E8F7
4777	棁	2	68C1	9787
4778	桫	2	686B	E8F8
4779	棂	2	68C2	E8F9
4780	啬	2	556C	D8C4
4781	郾	2	90FE	DBB1
4782	匮	2	532E	D8D1
4783	敕	2	6555	EBB7
4784	豉	2	8C49	F4F9
4785	鄄	2	9104	DBB2
4786	酞	2	915E	CCAA
4787	酚	2	915A	B7D3
4788	戛	2	621B	EAA9
4789	硎	2	784E	EDCA
4790	硭	2	786D	EDCB
4791	硒	2	7852	CEF8
4792	硖	2	7856	EDCC
4793	硗	2	7857	EDCD
4794	硐	2	7850	EDCF
4795	硇	2	7847	EDD0
4796	硌	2	784C	EDD1
4797	鸸	2	9E38	F0B9
4798	瓠	2	74E0	F0AD
4799	匏	2	530F	DECB
4800	厩	2	53A9	BEC7
4801	龚	2	9F9A	B9A8
4802	殒	2	6B92	E9E6
4803	殓	2	6B93	E9E7
4804	殍	2	6B8D	E9E8
4805	赉	2	8D49	EAE3
4806	雩	2	96E9	F6A7
4807	辄	2	8F84	E9FC
4808	堑	2	5811	C7B5
4809	眭	2	772D	EDF5
4810	眦	2	7726	EDF6
4811	啧	2	5567	DFF5
4812	晡	2	6661	EACE
4813	晤	2	6664	CEEE
4814	眺	2	773A	CCF7
4815	眵	2	7735	EDF7
4816	眸	2	7738	EDF8
4817	圊	2	570A	E0F5
4818	喏	2	558F	DFF6
4819	喵	2	55B5	DFF7
4820	啉	2	5549	DFF8
4821	勖	2	52D6	DBC3
4822	晞	2	665E	9584
4823	唵	2	5535	8686
4824	晗	2	6657	EACF
4825	冕	2	5195	C3E1
4826	啭	2	556D	DFF9
4827	畦	2	7566	C6E8
4828	趺	2	8DBA	F5C3
4829	啮	2	556E	C4F6
4830	跄	2	8DC4	F5C4
4831	蚶	2	86B6	F2C0
4832	蛄	2	86C4	F2C1
4833	蛎	2	86CE	F2C3
4834	蛆	2	86C6	C7F9
4835	蚰	2	86B0	F2C4
4836	蛊	2	86CA	B9C6
4837	圉	2	5709	E0F6
4838	蚱	2	86B1	F2C6
4839	蛉	2	86C9	F2C8
4840	蛏	2	86CF	F2C9
4841	蚴	2	86B4	F2CA
4842	啁	2	5541	DFFA
4843	啕	2	5555	DFFB
4844	唿	2	553F	DFFC
4845	啐	2	5550	DFFD
4846	唼	2	553C	DFFE
4847	唷	2	5537	E0A1
4848	啖	2	5556	E0A2
4849	啵	2	5575	E0A3
4850	啶	2	5576	E0A4
4851	啷	2	5577	E0A5
4852	唳	2	5533	E0A6
4853	唰	2	5530	E0A7
4854	啜	2	555C	E0A8
4855	帻	2	5E3B	E0FD
4856	崚	2	5D1A	8D92
4857	崦	2	5D26	E1C3
4858	帼	2	5E3C	E0FE
4859	崮	2	5D2E	E1C4
4860	崤	2	5D24	E1C5
4861	崆	2	5D06	E1C7
4862	赇	2	8D47	EAE4
4863	赈	2	8D48	EAE2
4864	赊	2	8D4A	C9DE
4865	铑	2	94D1	EEEE
4866	铒	2	94D2	EEEF
4867	铗	2	94D7	EEF2
4868	铙	2	94D9	EEF3
4869	铟	2	94DF	EEF7
4870	铠	2	94E0	EEF8
4871	铡	2	94E1	D5A1
4872	铢	2	94E2	EEF9
4873	铣	2	94E3	CFB3
4874	铤	2	94E4	EEFA
4875	铧	2	94E7	EEFC
4876	铨	2	94E8	EEFD
4877	铩	2	94E9	EFA1
4878	铪	2	94EA	EEFE
4879	铫	2	94EB	EFA2
4880	铬	2	94EC	B8F5
4881	铮	2	94EE	EFA3
4882	铯	2	94EF	EFA4
4883	铰	2	94F0	BDC2
4884	铱	2	94F1	D2BF
4885	铳	2	94F3	EFA5
4886	铵	2	94F5	EFA7
4887	铷	2	94F7	EFA8
4888	氪	2	6C2A	EBB4
4889	牾	2	727E	EAF5
4890	鸹	2	9E39	F0BB
4891	秾	2	79FE	B68C
4892	逶	2	9036	E5D4
4893	笺	2	7B3A	BCE3
4894	筇	2	7B47	F3CC
4895	笸	2	7B38	F3CD
4896	笪	2	7B2A	F3CE
4897	笮	2	7B2E	F3D0
4898	笠	2	7B20	F3D2
4899	笥	2	7B25	F3D3
4900	笤	2	7B24	F3D4
4901	笳	2	7B33	F3D5
4902	笾	2	7B3E	F3D6
4903	笞	2	7B1E	F3D7
4904	偾	2	507E	D9C7
4905	偃	2	5043	D9C8
4906	偕	2	5055	D9C9
4907	偈	2	5048	D9CA
4908	傀	2	5080	BFFE
4909	偬	2	506C	D9CC
4910	偻	2	507B	D9CD
4911	皑	2	7691	B0A8
4912	皎	2	768E	F0A8
4913	鸻	2	9E3B	FB61
4914	徜	2	5F9C	E1E4
4915	舸	2	8238	F4B4
4916	舻	2	823B	F4B5
4917	舴	2	8234	F4B7
4918	舷	2	8237	CFCF
4919	龛	2	9F9B	EDE8
4920	翎	2	7FCE	F4E1
4921	脬	2	812C	EBE3
4922	脘	2	8118	EBE4
4923	脲	2	8132	EBE5
4924	匐	2	5310	D9EB
4925	猗	2	7317	E2A2
4926	猡	2	7321	E2A4
4927	猞	2	731E	E2A6
4928	猝	2	731D	E2A7
4929	斛	2	659B	F5FA
4930	猕	2	7315	E2A8
4931	馗	2	9997	D8B8
4932	馃	2	9983	F09F
4933	馄	2	9984	E2C6
4934	鸾	2	9E3E	F0BD
4935	孰	2	5B70	CAEB
4936	庹	2	5EB9	E2D5
4937	庾	2	5EBE	E2D7
4938	痔	2	75D4	D6CC
4939	痍	2	75CD	F0EA
4940	疵	2	75B5	B4C3
4941	翊	2	7FCA	F1B4
4942	旌	2	65CC	ECBA
4943	旎	2	65CE	ECBB
4944	袤	2	88A4	D9F3
4945	阇	2	9607	EA5E
4946	阈	2	9608	E3D0
4947	阉	2	9609	D1CB
4948	阊	2	960A	E3D1
4949	阋	2	960B	E3D2
4950	阍	2	960D	E3D4
4951	阏	2	960F	E3D5
4952	羟	2	7F9F	F4C7
4953	粝	2	7C9D	F4CF
4954	粕	2	7C95	C6C9
4955	敝	2	655D	B1D6
4956	焐	2	7110	ECC9
4957	烯	2	70EF	CFA9
4958	焓	2	7113	ECCA
4959	烽	2	70FD	B7E9
4960	焖	2	7116	ECCB
4961	烷	2	70F7	CDE9
4962	焗	2	7117	9F68
4963	渍	2	6E0D	D7D5
4964	渚	2	6E1A	E4BE
4965	淇	2	6DC7	E4BF
4966	淅	2	6DC5	E4C0
4967	淞	2	6DDE	E4C1
4968	渎	2	6E0E	E4C2
4969	涿	2	6DBF	E4C3
4970	淖	2	6DD6	C4D7
4971	挲	2	6332	EAFD
4972	淠	2	6DE0	E4C4
4973	涸	2	6DB8	BAD4
4974	渑	2	6E11	E4C5
4975	淦	2	6DE6	E4C6
4976	淝	2	6DDD	E4C7
4977	淬	2	6DEC	B4E3
4978	涪	2	6DAA	B8A2
4979	淙	2	6DD9	E4C8
4980	涫	2	6DAB	E4CA
4981	渌	2	6E0C	E4CB
4982	淄	2	6DC4	D7CD
4983	惬	2	60EC	E3AB
4984	悻	2	60BB	E3AC
4985	悱	2	60B1	E3AD
4986	惝	2	60DD	E3AE
4987	惘	2	60D8	E3AF
4988	悸	2	60B8	BCC2
4989	惆	2	60C6	E3B0
4990	惚	2	60DA	E3B1
4991	惇	2	60C7	90AA
4992	惮	2	60EE	B5AC
4993	窕	2	7A95	F1BB
4994	谌	2	8C0C	DAC8
4995	谏	2	8C0F	DAC9
4996	扈	2	6248	ECE8
4997	皲	2	76B2	F1E4
4998	谑	2	8C11	DACA
4999	裆	2	88C6	F1C9
5000	袷	2	88B7	F1CA
5001	裉	2	88C9	F1CC
5002	谒	2	8C12	DACB
5003	谔	2	8C14	DACC
5004	谕	2	8C15	DACD
5005	谖	2	8C16	DACE
5006	谗	2	8C17	B2F7
5007	谙	2	8C19	DACF
5008	谛	2	8C1B	DAD0
5009	谝	2	8C1D	DAD2
5010	逯	2	902F	E5D6
5011	郿	2	90FF	E064
5012	隈	2	9688	DAF1
5013	粜	2	7C9C	F4D0
5014	隍	2	968D	DAF2
5015	隗	2	9697	DAF3
5016	婧	2	5A67	E6BA
5017	婊	2	5A4A	E6BB
5018	婕	2	5A55	E6BC
5019	娼	2	5A3C	E6BD
5020	婢	2	5A62	E6BE
5021	婵	2	5A75	E6BF
5022	胬	2	80EC	E6C0
5023	袈	2	8888	F4C2
5024	翌	2	7FCC	D2EE
5025	恿	2	607F	D3C1
5026	欸	2	6B38	9A47
5027	绫	2	7EEB	E7B1
5028	骐	2	9A90	E6EB
5029	绮	2	7EEE	E7B2
5030	绯	2	7EEF	E7B3
5031	绱	2	7EF1	E7B4
5032	骒	2	9A92	E6EC
5033	绲	2	7EF2	E7B5
5034	骓	2	9A93	E6ED
5035	绶	2	7EF6	E7B7
5036	绺	2	7EFA	E7B8
5037	绻	2	7EFB	E7B9
5038	绾	2	7EFE	E7BA
5039	骖	2	9A96	E6EE
5040	缁	2	7F01	E7BB
5041	耠	2	8020	F1EB
5042	琫	2	742B	AC65
5043	琵	2	7435	C5FD
5044	琶	2	7436	C5C3
5045	琪	2	742A	E7F7
5046	瑛	2	745B	E7F8
5047	琦	2	7426	E7F9
5048	琥	2	7425	E7FA
5049	琨	2	7428	E7FB
5050	靓	2	9753	F6A6
5051	琰	2	7430	E7FC
5052	琮	2	742E	E7FD
5053	琯	2	742F	AC67
5054	琬	2	742C	E7FE
5055	琛	2	741B	E8A1
5056	琚	2	741A	E8A2
5057	辇	2	8F87	E9FD
5058	鼋	2	9F0B	F6BD
5059	揳	2	63F3	9361
5060	堞	2	581E	DCA6
5061	搽	2	643D	B2EB
5062	揸	2	63F8	DEEA
5063	揠	2	63E0	DEEB
5064	堙	2	5819	DCA7
5065	趄	2	8D84	F4F2
5066	揖	2	63D6	D2BE
5067	颉	2	9889	F2A1
5068	塄	2	5844	DCA8
5069	揿	2	63FF	DEEC
5070	耋	2	800B	F1F3
5071	揄	2	63C4	DEED
5072	蛩	2	86E9	F2CB
5073	蛰	2	86F0	D5DD
5074	塆	2	5846	8947
5075	摒	2	6452	DEF0
5076	揆	2	63C6	DEF1
5077	掾	2	63BE	DEF2
5078	聒	2	8052	F1F8
5079	葑	2	8451	DDD7
5080	葚	2	845A	DDD8
5081	靰	2	9770	EC7D
5082	靸	2	9778	EC83
5083	葳	2	8473	DDDA
5084	葺	2	847A	DDDD
5085	葸	2	8478	DDDF
5086	萼	2	843C	DDE0
5087	葆	2	8446	DDE1
5088	葩	2	8469	DDE2
5089	葶	2	8476	DDE3
5090	蒌	2	848C	DDE4
5091	萱	2	8431	DDE6
